"StartDate","EndDate","IPAddress","duration","RecordedDate","LocationLatitude","LocationLongitude","UserLanguage","hb_1","hb_2","hb_3","hb_4","nat_1","nat_2r","nat_3","nat_4","nat_5","diseaseLikeli_1","diseaseLikeli_2","diseaseLikeli_3","check_3","diseaseSevere_1","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4","diseaseSevere_5r","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccDanger_1","vaccDanger_2","vaccDanger_3","vaccDanger_4r","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5","medSkept_6","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","parDuty_1","parDuty_2","parDuty_3","parDuty_4","check_5","parExpert_1","parExpert_2","parExpert_3","parExpert_4","parExpert_5","immCap_1","immCap_2","immCap_3r","immCap_4","immSymptoms_1","immSymptoms_2","immSympt_3r","immSympt_4r","immWeak_1","immWeak_2","immWeak_3r","immWeak_4r","immWeak_5","immStrain_1","immStrain_2r","immPassive_1","immPassive_2r","immPassive_3","sex","age","educ","comments"
"6/15/17 7:07","6/15/17 7:20","d39f9202a0567d8c",722,"6/15/17 7:20",39.15,-84.49,"EN",3,4,4,5,1,4,2,3,4,6,6,6,3,3,3,3,4,6,2,2,6,3,4,3,4,2,1,5,5,4,2,1,4,2,3,2,6,1,1,1,1,5,2,4,3,3,4,6,6,5,6,4,6,2,3,2,2,2,5,2,2,3,2,2,2,1,38,3,"Thank you!"
"6/15/17 7:12","6/15/17 7:20","e80d8f42037b193b",439,"6/15/17 7:20",36.02,-80.04,"EN",4,4,4,4,4,4,3,4,4,6,6,6,3,3,2,2,4,6,2,6,6,2,5,5,5,3,1,7,6,2,4,4,6,2,5,2,6,3,4,3,3,5,6,6,3,5,6,6,6,4,6,5,4,4,4,4,4,4,3,4,6,2,4,4,4,1,34,4,"no, ty"
"6/15/17 7:08","6/15/17 7:20","0b8001d4a718764b",696,"6/15/17 7:20",40.64,-73.96,"EN",1,1,1,2,1,6,1,1,1,5,2,7,3,4,5,4,4,4,6,1,2,7,1,1,2,7,1,6,2,1,1,1,1,7,7,7,1,2,4,2,4,5,2,2,1,5,2,2,3,1,2,6,6,1,1,3,6,1,6,1,1,7,3,2,1,1,35,2,"Good survey. The immune system is the greatest healing force available to a person. "
"6/15/17 7:14","6/15/17 7:20","d216c2ae4ba3c662",348,"6/15/17 7:20",43.61,-83.78,"EN",2,4,4,5,4,3,5,2,4,5,4,6,3,5,5,4,3,3,2,6,5,4,4,3,5,3,2,3,6,4,1,3,2,2,4,3,5,3,3,2,4,5,4,5,2,5,6,5,5,2,6,3,4,2,2,3,3,3,6,2,3,4,6,3,2,1,24,4,"studied biology in college, may be skewed"
"6/15/17 7:07","6/15/17 7:20","8a16012bbfc32384",754,"6/15/17 7:20",30.8,-81.69,"EN",7,7,7,7,7,2,7,7,7,7,7,7,3,1,2,1,1,7,1,7,7,1,7,7,6,1,1,1,7,4,7,1,7,1,7,1,7,1,1,1,1,5,4,7,2,3,7,7,1,4,4,6,4,3,3,3,2,3,5,1,7,1,4,6,1,0,42,4,"I despise anti-vaxxers. My grandmother lost five siblings to diphtheria and she nor her surviving siblings, who all lived until they were in their 90s, ever got over that pain and loss. I think people who won't vaccinate their children should be punished in some way for what their negligence could do to all of us. Having said that, some of your questions were confusing and I felt you were using a method to make me contradict myself like a lawyer would do, so I wanted to write this comment to make sure that if I had answered any question in such a way that it sounded like I approve of these absolute morons who won't vaccinate their kids, it was because the questions were confusing."
"6/15/17 7:11","6/15/17 7:20","9fe6e6f45fb51043",584,"6/15/17 7:20",39.11,-94.57,"EN",3,6,2,7,6,2,7,7,6,6,7,6,3,2,3,1,2,7,1,6,7,2,5,6,7,1,5,2,7,5,6,2,7,1,6,2,7,2,2,2,1,5,5,5,5,6,6,7,2,6,7,6,2,3,1,2,5,1,3,1,6,1,6,1,1,0,22,3,""
"6/15/17 7:07","6/15/17 7:21","9ff24479628f7726",799,"6/15/17 7:21",43.13,-89.35,"EN",4,6,6,6,6,2,5,6,5,7,7,7,3,2,2,2,2,7,1,5,7,2,7,4,7,1,3,2,6,5,6,4,7,1,6,1,7,5,5,3,5,5,5,5,4,5,6,6,4,3,7,7,6,3,2,2,5,3,6,2,6,2,4,2,2,0,25,4,""
"6/15/17 7:16","6/15/17 7:22","92d3a8eb46606a77",353,"6/15/17 7:22",42.29,-87.87,"EN",4,6,5,4,6,1,7,7,6,7,5,6,3,1,1,2,4,7,1,5,7,1,7,6,7,1,4,3,7,5,6,6,1,1,5,1,7,4,4,2,4,5,5,6,3,3,6,4,2,2,5,6,4,2,2,5,6,2,3,5,4,4,5,4,3,1,33,4,""
"6/15/17 7:15","6/15/17 7:22","15337c1b13dd65f5",406,"6/15/17 7:22",30.42,-84.25,"EN",3,5,4,5,3,1,5,7,7,6,6,3,3,1,3,2,3,7,2,2,6,3,6,6,6,1,3,3,6,6,4,1,7,1,6,1,7,1,1,1,1,5,2,3,2,2,2,6,6,2,6,6,6,1,1,2,5,1,5,3,6,7,2,6,1,1,43,2,""
"6/15/17 7:15","6/15/17 7:22","c89e9c7142c4599f",472,"6/15/17 7:22",38.3,-81.49,"EN",4,6,6,5,6,3,4,7,5,7,7,6,3,2,6,2,3,6,3,7,7,2,7,5,6,2,1,5,7,6,5,2,7,1,6,1,7,4,3,2,3,5,3,5,3,6,4,6,6,2,6,5,3,2,2,2,2,3,4,2,3,5,5,4,2,1,52,4,"no comments"
"6/15/17 7:17","6/15/17 7:23","190f3e712935e5c2",365,"6/15/17 7:23",41.23,-75.79,"EN",6,5,4,6,6,2,6,6,5,6,6,6,3,2,2,2,2,6,2,6,6,2,6,6,6,2,6,2,6,6,6,6,6,2,6,2,6,2,1,2,2,5,6,6,2,5,6,6,3,2,6,6,3,3,2,2,2,3,5,2,6,2,6,3,3,1,37,4,""
"6/15/17 7:16","6/15/17 7:24","0e2321e78b385df2",462,"6/15/17 7:24",32,-80.96,"EN",3,3,4,5,4,2,5,5,5,7,6,6,3,2,3,2,2,6,2,6,6,2,6,5,6,2,4,3,6,4,4,4,7,1,6,1,7,3,2,2,5,5,3,3,3,6,6,6,3,3,6,6,5,2,2,3,5,2,2,3,3,4,5,3,2,1,40,4,"Nothing to add. "
"6/15/17 7:07","6/15/17 7:24","26dca3f98e0ec5c4",991,"6/15/17 7:24",42.99,-77.43,"EN",5,5,5,5,3,3,3,5,5,6,6,5,3,2,5,4,2,6,3,4,6,2,5,2,5,2,3,2,5,3,4,2,5,2,5,2,6,2,4,1,2,5,4,4,3,2,4,5,3,3,5,5,3,4,5,3,3,3,4,3,5,3,5,2,3,0,59,4,""
"6/15/17 7:18","6/15/17 7:25","0d6579d6dc686c4b",366,"6/15/17 7:25",40.34,-79.84,"EN",1,4,4,4,2,1,5,5,6,7,4,5,3,5,1,1,6,2,2,5,6,3,4,3,7,4,1,3,6,1,3,1,3,3,5,3,6,1,1,1,1,5,1,2,1,1,4,3,4,3,1,7,5,2,1,2,6,3,5,3,3,4,5,4,1,0,33,3,"no"
"6/15/17 7:15","6/15/17 7:25","9c99440df79f72e3",600,"6/15/17 7:25",41.24,-80.58,"EN",3,3,4,3,4,3,6,6,7,7,6,4,3,5,3,5,4,3,2,6,7,2,6,5,5,2,4,2,4,6,2,4,7,2,5,1,7,2,4,2,3,5,4,5,4,5,5,6,5,3,6,5,3,3,3,1,2,3,3,3,6,3,5,5,3,1,28,5,""
"6/15/17 7:08","6/15/17 7:25","92b4f79e632d8c16",1007,"6/15/17 7:25",42.38,-71.13,"EN",2,2,6,6,4,2,3,6,4,4,6,5,3,4,3,6,4,6,2,3,5,4,4,2,4,3,4,3,5,4,3,2,5,3,3,3,5,2,2,2,2,5,3,4,3,6,4,6,2,2,6,6,3,2,2,3,2,3,5,2,6,2,4,2,2,1,32,2,"Wishing you success in your studies."
"6/15/17 7:17","6/15/17 7:25","f27dd0d2e1b2f9a3",515,"6/15/17 7:25",34.29,-78.68,"EN",2,7,3,7,4,6,5,7,7,7,7,7,3,2,1,4,4,7,1,7,7,1,6,3,6,2,1,3,7,3,2,1,7,1,2,1,7,2,1,1,2,5,5,3,2,3,7,6,5,2,7,7,7,1,1,1,5,2,3,2,7,1,5,2,1,1,28,3,""
"6/15/17 7:08","6/15/17 7:25","caf35c2e831af055",1055,"6/15/17 7:25",41.02,-83.68,"EN",2,3,4,4,6,2,3,6,6,6,6,6,3,4,2,3,3,4,1,6,7,2,6,4,6,1,2,2,6,3,6,6,7,1,5,1,7,1,2,1,2,5,3,3,2,6,6,6,6,2,6,6,2,2,2,5,1,2,3,2,5,2,5,5,2,1,31,6,""
"6/15/17 7:19","6/15/17 7:26","85b19fd4eb1c3d0f",388,"6/15/17 7:26",40.12,-75.54,"EN",2,2,2,2,4,4,4,3,4,6,6,6,3,3,5,2,3,4,3,4,5,3,4,3,5,4,3,4,4,4,3,2,6,2,3,3,6,3,2,2,2,5,4,4,2,3,4,4,4,4,4,6,4,2,2,4,5,3,3,4,4,4,4,2,1,0,65,6,""
"6/15/17 7:13","6/15/17 7:26","6a2af180fb22e38d",808,"6/15/17 7:26",38.51,-90.64,"EN",1,5,4,3,5,1,6,7,7,7,7,7,3,1,1,4,2,7,2,3,7,1,7,5,7,1,2,2,7,4,5,1,1,1,7,1,7,1,2,1,1,5,5,5,5,7,7,7,5,4,7,7,3,1,1,5,6,1,3,5,6,2,6,5,1,1,33,4,"Fun study"
"6/15/17 7:19","6/15/17 7:26","d3160d9e077457fe",424,"6/15/17 7:26",30.26,-89.72,"EN",3,4,3,4,6,2,7,7,7,7,7,7,3,3,5,3,3,7,2,5,7,2,7,5,5,2,2,3,5,4,5,2,7,1,5,1,7,1,2,3,2,5,4,4,3,5,4,5,3,3,4,5,4,2,2,3,5,3,5,3,4,2,3,3,2,1,41,4,"no"
"6/15/17 7:07","6/15/17 7:27","e0abc22a9b67628e",1194,"6/15/17 7:27",29.96,-91.87,"EN",2,3,2,4,1,6,2,2,4,3,4,5,3,2,5,2,3,6,2,5,4,4,2,3,2,4,5,3,3,3,5,2,4,6,3,6,3,2,4,4,3,5,3,5,2,5,4,3,3,3,5,6,6,3,2,5,5,2,3,2,3,4,5,3,2,0,50,2,""
"6/15/17 7:18","6/15/17 7:28","48d2872919ae9ac7",614,"6/15/17 7:28",44.25,-88.36,"EN",2,6,1,3,2,3,4,5,3,7,7,6,3,2,4,1,2,7,1,3,7,2,7,5,6,1,2,2,6,7,7,3,7,1,5,1,7,1,3,1,2,5,2,3,5,5,7,7,6,4,6,7,5,2,1,6,1,2,3,2,2,2,3,6,2,0,50,4,""
"6/15/17 7:22","6/15/17 7:28","a294dd8475e96d73",349,"6/15/17 7:28",41.68,-72.94,"EN",1,1,3,2,3,3,5,6,7,7,7,6,3,1,1,2,1,6,2,5,7,2,2,2,3,2,3,1,5,2,2,2,7,2,1,2,7,2,2,1,1,5,6,7,2,5,7,2,2,1,7,7,3,1,1,3,6,2,3,1,1,2,5,5,1,0,25,4,""
"6/15/17 7:12","6/15/17 7:28","6b600712089d872e",947,"6/15/17 7:28",33.65,-117.68,"EN",3,3,3,3,3,2,5,5,6,5,4,5,3,5,5,5,4,4,4,3,5,5,4,3,4,3,3,2,5,5,5,3,5,3,5,3,5,2,3,2,3,5,5,5,2,2,5,5,6,3,5,5,3,4,2,2,3,3,5,3,4,3,4,5,3,1,41,4,"I enjoyed the survey. Thank you."
"6/15/17 7:22","6/15/17 7:29","14157c56c7e668d4",376,"6/15/17 7:29",37.97,-87.49,"EN",1,4,3,4,2,3,3,4,6,4,4,6,3,4,4,4,4,4,3,3,4,3,4,3,4,4,2,2,4,4,3,2,6,2,4,2,6,1,2,1,2,5,3,4,2,3,4,4,2,4,4,2,3,3,4,3,2,3,4,2,4,4,4,2,2,0,26,2,""
"6/15/17 7:17","6/15/17 7:29","e3d0963b3e66fe2f",709,"6/15/17 7:29",35.22,-80.79,"EN",4,4,4,4,4,4,6,6,6,6,6,6,3,4,2,2,4,7,1,7,7,1,7,4,6,1,1,2,6,5,4,2,7,1,7,1,7,1,1,1,1,5,4,6,6,6,6,6,4,4,4,4,2,4,4,6,1,4,4,2,6,2,2,4,2,1,32,3,""
"6/15/17 7:08","6/15/17 7:30","41a2fa2aba160086",1335,"6/15/17 7:30",34.93,-78.91,"EN",2,3,2,2,7,3,2,3,7,7,7,7,3,4,6,4,2,6,2,6,6,3,7,7,7,1,3,3,7,6,6,1,7,1,7,1,7,5,2,2,2,5,7,7,3,5,7,6,2,2,6,6,6,2,2,2,6,3,6,2,3,2,3,7,1,1,51,3,""
"6/15/17 7:11","6/15/17 7:30","7c81fe79ec9a4f12",1174,"6/15/17 7:30",44.75,-73.46,"EN",3,3,2,3,2,2,2,4,6,3,3,3,3,4,2,4,4,6,3,2,5,5,4,3,2,5,2,4,6,2,3,2,3,5,1,5,3,1,3,2,4,5,2,3,2,2,3,3,4,2,5,4,2,3,5,2,3,3,5,2,2,4,6,3,2,1,27,2,""
"6/15/17 7:27","6/15/17 7:31","0a5faa54481cc722",216,"6/15/17 7:31",40.64,-73.9,"EN",2,7,6,2,5,7,6,2,7,3,5,7,3,1,1,5,6,4,1,6,4,6,1,6,6,5,1,3,3,2,3,5,1,6,7,4,3,4,3,3,7,5,5,6,5,3,7,6,6,1,1,4,5,3,3,7,3,1,7,5,2,6,3,4,7,1,27,6,""
"6/15/17 7:07","6/15/17 7:31","d2c600c6b445de3b",1449,"6/15/17 7:31",37.34,-121.89,"EN",5,5,3,4,4,6,4,4,3,2,4,5,4,3,4,2,4,5,4,5,3,6,2,5,4,3,2,4,4,6,3,4,2,1,4,1,7,4,6,3,2,5,2,3,2,1,4,2,5,3,5,4,5,2,4,3,4,6,2,4,3,2,6,4,5,0,30,4,"none"
"6/15/17 7:24","6/15/17 7:35","a7e64d36d6ed585f",647,"6/15/17 7:35",42.42,-83.53,"EN",3,5,3,3,4,2,4,6,6,5,5,5,3,3,3,3,3,5,2,2,6,2,6,5,5,2,4,2,7,6,5,2,6,2,6,2,6,2,2,2,2,5,2,3,3,5,3,5,3,3,5,6,2,3,3,5,2,2,3,4,2,2,3,4,2,1,73,6,"none"
"6/15/17 7:22","6/15/17 7:35","dd9a0a5ab1e28060",747,"6/15/17 7:35",48.8,2.13,"EN",1,6,6,5,7,1,3,6,3,6,4,3,3,2,4,2,4,6,2,6,7,1,7,6,7,1,1,6,5,4,7,7,7,1,6,1,7,2,5,1,1,5,6,5,1,6,6,7,4,4,7,7,4,2,1,2,3,5,4,4,4,2,4,6,2,0,28,4,""
"6/15/17 7:21","6/15/17 7:35","db55a4f3d49018b9",813,"6/15/17 7:35",28.57,-81.26,"EN",2,4,4,4,3,4,3,4,4,3,6,6,3,2,6,3,3,3,2,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,4,4,6,3,4,2,2,5,4,4,4,6,4,4,3,2,5,5,4,6,2,2,2,2,6,3,5,4,6,2,2,0,37,4,"none"
"6/15/17 7:17","6/15/17 7:36","9ff14394b404e3cd",1151,"6/15/17 7:36",41.72,-88.32,"EN",6,7,7,7,6,1,7,7,7,7,7,7,3,2,3,2,2,6,1,4,7,1,7,5,6,1,3,2,7,6,6,2,7,1,7,1,7,2,3,3,3,5,7,6,3,6,7,7,6,2,7,5,3,2,2,2,7,3,3,3,3,2,5,3,2,1,31,4,""
"6/15/17 7:28","6/15/17 7:37","97900054ee7421e6",505,"6/15/17 7:37",38.91,-77.08,"EN",3,4,4,3,3,3,5,4,7,4,7,7,3,5,4,4,4,4,3,3,5,3,7,3,5,3,1,3,5,1,3,1,7,3,4,3,7,3,4,3,2,5,4,5,1,5,5,3,3,4,3,5,5,3,4,3,1,3,5,4,3,5,3,5,1,1,24,3,"Very interesting HIT, thanks!"
"6/15/17 7:35","6/15/17 7:37","4b1ece2ffe84cd8a",166,"6/15/17 7:37",39.48,-80.06,"EN",2,5,5,3,2,2,3,3,2,2,3,2,3,5,5,3,3,3,3,3,5,2,3,2,2,3,3,3,2,3,5,4,2,2,5,2,5,5,2,6,4,5,3,2,5,3,3,2,2,3,2,2,3,2,3,2,4,3,5,3,5,3,3,3,2,1,20,4,""
"6/15/17 7:34","6/15/17 7:39","9681ea45ae2f2e26",291,"6/15/17 7:39",34.98,-82.16,"EN",3,5,3,4,3,3,4,5,4,6,6,5,3,2,2,2,2,6,2,2,5,2,7,5,5,2,1,4,6,3,4,2,7,1,6,1,7,3,3,3,3,5,4,4,3,5,5,5,3,2,5,5,4,3,3,2,3,3,5,3,5,3,3,5,1,1,29,5,"no"
"6/15/17 7:35","6/15/17 7:39","4f1fd49adc8b1b1b",275,"6/15/17 7:39",27.46,-97.84,"EN",2,7,3,2,5,2,6,3,7,7,1,4,3,3,2,4,4,4,1,2,7,2,7,6,7,1,2,1,6,4,3,1,7,1,7,1,7,3,1,2,5,5,1,3,3,2,2,7,7,4,7,5,3,2,4,2,1,2,3,2,4,4,2,2,1,1,22,3,""
"6/15/17 7:34","6/15/17 7:40","24bde6a766f90aca",346,"6/15/17 7:40",35.33,-106.72,"EN",3,4,4,5,3,2,3,5,4,5,4,5,3,2,6,2,2,5,4,3,4,4,4,3,5,4,1,6,4,3,2,1,5,3,1,4,5,1,2,1,2,5,4,3,2,3,5,5,5,3,5,6,5,2,2,5,6,3,2,2,5,3,5,3,2,0,41,3,"none"
"6/15/17 7:31","6/15/17 7:40","cc2659c92b6493a9",570,"6/15/17 7:40",35.76,-81.73,"EN",2,4,5,4,6,2,6,7,7,6,7,7,3,2,2,2,2,6,2,3,6,1,4,6,4,1,2,3,7,6,7,5,1,1,6,1,7,1,2,1,3,5,5,5,3,3,5,6,6,1,7,6,5,2,2,3,6,2,2,3,6,2,6,2,1,0,30,4,""
"6/15/17 7:25","6/15/17 7:40","2bf26bbcd265df0d",902,"6/15/17 7:40",43.56,-71.48,"EN",6,6,2,6,6,1,4,7,7,7,7,7,3,2,2,1,2,7,1,7,7,1,7,7,7,1,7,1,6,7,7,7,7,1,7,1,7,1,2,1,6,5,7,7,5,5,7,7,7,1,7,6,2,2,2,1,6,1,7,1,5,2,6,1,1,1,40,2,""
"6/15/17 7:37","6/15/17 7:42","afaf3aeb085613ef",260,"6/15/17 7:42",38.61,-90.56,"EN",4,3,3,2,4,2,3,2,7,6,6,6,3,3,2,2,4,6,2,3,6,2,4,3,5,1,5,2,6,5,4,2,1,1,7,1,7,2,4,4,2,5,1,6,2,2,3,4,4,3,5,5,3,3,2,2,2,2,6,2,4,2,1,2,2,0,35,4,""
"6/15/17 7:30","6/15/17 7:46","0f9cd4a1fdee774e",973,"6/15/17 7:46",27.26,-82.51,"EN",5,6,6,6,4,2,4,6,6,7,7,7,3,3,4,3,4,6,2,6,7,1,7,6,6,1,3,3,7,6,6,3,7,1,7,1,7,3,6,3,3,5,2,6,5,7,6,7,6,2,7,6,6,2,2,6,3,1,2,4,6,2,4,5,2,0,41,4,"none thanks"
"6/15/17 7:21","6/15/17 7:47","50312534af0c4d8c",1565,"6/15/17 7:47",43.36,-115.52,"EN",3,4,5,3,5,2,5,6,4,5,6,5,3,2,5,4,4,7,2,1,6,1,6,2,6,2,3,3,7,6,6,1,7,1,3,1,7,2,2,1,1,5,5,3,4,6,2,6,6,3,6,3,2,2,3,1,5,2,7,2,3,2,3,4,1,0,32,3,""
"6/15/17 7:46","6/15/17 7:50","8b628357d035b16e",251,"6/15/17 7:50",43.03,-76,"EN",5,7,5,7,6,2,6,2,4,7,5,7,3,1,4,1,2,6,1,6,7,1,7,7,7,1,3,3,3,3,3,3,7,1,7,1,7,3,3,4,4,5,2,4,3,5,6,5,5,2,5,3,4,3,5,5,3,5,3,2,1,2,6,6,2,1,39,4,"No, thanks."
"6/15/17 7:07","6/15/17 7:52","e872f59079040444",2651,"6/15/17 7:52",41.21,-73.44,"EN",1,2,1,3,6,1,1,1,7,7,7,7,3,1,1,1,1,7,1,7,7,1,7,7,7,1,5,1,1,4,7,1,7,1,1,1,7,1,1,1,3,5,7,7,1,5,7,5,1,5,3,7,1,1,1,1,1,1,7,1,5,1,1,1,1,1,27,2,"It was a pleasure."
"6/15/17 7:59","6/15/17 8:05","10c8f746472c36b9",343,"6/15/17 8:05",41.32,-74.2,"EN",3,6,4,7,6,2,6,6,6,7,2,7,3,2,2,2,2,7,2,6,7,1,7,4,6,1,4,2,7,7,4,3,6,1,3,1,7,4,3,2,4,5,6,7,2,6,6,6,6,2,4,6,4,2,2,2,3,3,6,2,6,2,2,2,2,1,29,4,""
"6/15/17 8:01","6/15/17 8:06","34e23801a5d0a238",276,"6/15/17 8:06",41.91,-72.47,"EN",3,3,3,3,5,5,5,4,3,5,3,3,3,4,4,4,4,4,3,3,5,3,4,3,4,4,3,5,3,4,4,3,5,3,3,3,5,3,5,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,4,3,5,5,3,2,1,28,4,""
"6/15/17 7:59","6/15/17 8:06","11c2ba9e11cefd10",417,"6/15/17 8:06",40.98,-74.11,"EN",3,2,2,3,6,3,5,5,6,6,6,6,3,5,5,3,4,5,5,4,6,2,6,3,5,2,6,5,6,5,5,6,6,2,4,2,6,2,2,2,2,5,5,6,5,3,5,3,3,4,5,6,5,2,2,3,5,2,5,3,3,5,6,2,2,1,29,4,""
"6/15/17 8:08","6/15/17 8:12","7ee82fb109d50ef8",246,"6/15/17 8:12",38.55,-90.38,"EN",3,5,5,4,4,3,4,5,4,3,5,3,4,3,4,3,3,4,4,4,4,4,2,4,4,5,5,5,3,3,4,3,6,2,1,2,6,2,3,4,5,5,4,3,3,3,4,5,4,3,4,3,4,4,3,5,4,3,7,3,5,3,4,3,3,1,28,3,""
